id,plan,billing,model,model_display,vendor,label,price_usd,monthly_yi,real_usd_per_mtok,list_blended_usd_per_mtok,api_cost_usd_month,api_cost_multiple,api_cost_inherited,api_price_tier,api_price_confidence,api_price_source,api_price_archive,d,confidence,tier,source,note,arena_code__selection,arena_code__configuration_count,arena_code__configuration_id,arena_code__variant,arena_code__score,arena_code__score_is_estimated,arena_code__agent_harness,arena_code__reasoning_effort,arena_code__service_mode,arena_code__score_low,arena_code__score_high,arena_code__mean_cost_usd_per_task,arena_code__median_cost_usd_per_task,arena_code__source,arena_code__mapping_kind,arena_code__mapping_confidence,arena_code__mapping_note,arena_code__quota_effort_matched,arena_agent_mode__selection,arena_agent_mode__configuration_count,arena_agent_mode__configuration_id,arena_agent_mode__variant,arena_agent_mode__score,arena_agent_mode__score_is_estimated,arena_agent_mode__agent_harness,arena_agent_mode__reasoning_effort,arena_agent_mode__service_mode,arena_agent_mode__score_low,arena_agent_mode__score_high,arena_agent_mode__mean_cost_usd_per_task,arena_agent_mode__median_cost_usd_per_task,arena_agent_mode__source,arena_agent_mode__mapping_kind,arena_agent_mode__mapping_confidence,arena_agent_mode__mapping_note,arena_agent_mode__quota_effort_matched,aa_intelligence_index__selection,aa_intelligence_index__configuration_count,aa_intelligence_index__configuration_id,aa_intelligence_index__variant,aa_intelligence_index__score,aa_intelligence_index__score_is_estimated,aa_intelligence_index__agent_harness,aa_intelligence_index__reasoning_effort,aa_intelligence_index__service_mode,aa_intelligence_index__score_low,aa_intelligence_index__score_high,aa_intelligence_index__mean_cost_usd_per_task,aa_intelligence_index__median_cost_usd_per_task,aa_intelligence_index__source,aa_intelligence_index__mapping_kind,aa_intelligence_index__mapping_confidence,aa_intelligence_index__mapping_note,aa_intelligence_index__quota_effort_matched,aa_coding_agent_index__selection,aa_coding_agent_index__configuration_count,aa_coding_agent_index__configuration_id,aa_coding_agent_index__variant,aa_coding_agent_index__score,aa_coding_agent_index__score_is_estimated,aa_coding_agent_index__agent_harness,aa_coding_agent_index__reasoning_effort,aa_coding_agent_index__service_mode,aa_coding_agent_index__score_low,aa_coding_agent_index__score_high,aa_coding_agent_index__mean_cost_usd_per_task,aa_coding_agent_index__median_cost_usd_per_task,aa_coding_agent_index__source,aa_coding_agent_index__mapping_kind,aa_coding_agent_index__mapping_confidence,aa_coding_agent_index__mapping_note,aa_coding_agent_index__quota_effort_matched
command_code_goat::qwen3.8-27b,Command Code GOAT,subscription,qwen3.8-27b,Qwen3.8 27B,Alibaba,Qwen3.8 27B · Command Code GOAT,10.0,12.048,0.0083,0.07,84.34,8.43,False,official,high,https://www.alibabacloud.com/help/en/model-studio/model-pricing,list-prices-round2-2026-09-09.json,0.1186,medium,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增12.048亿：min(共享月池$70, 模型allowance $70) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,highest_archived_reference,4,aa_intelligence_index:99963e74fda72f34,Qwen3.8 27B (xhigh),33.9015,False,,xhigh,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,,0,,,,,,,,,,,,,,,,
command_code_goat::deepseek-v4-flash,Command Code GOAT,subscription,deepseek-v4-flash,DeepSeek V4 Flash,DeepSeek,DeepSeek V4 Flash · Command Code GOAT,10.0,43.274,0.00231,0.02773,120.0,12.0,False,official,high,https://api-docs.deepseek.com/quick_start/pricing/,list-prices-round2-2026-09-09.json,0.0833,medium,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增43.274亿：min(共享月池$70, 模型allowance $60) ÷ 统一标准负载加权价；Off-Peak；Peak≈2×（01–04 & 06–10 UTC weekdays），与OpenCode口径一致。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",highest_archived_reference,2,arena_code:65e190c745838084,deepseek-v4-flash-high,1580,,,high,,1570,1590,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:03e0d57cd8db041d,Deepseek V4 Flash (High) (20260731),2.85,,,high,,,,,0.15,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,4,aa_intelligence_index:24c731efe1acd024,DeepSeek V4 Flash 0731 (max),34.5282,False,,max,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,highest_archived_reference,1,aa_coding_agent_index:b0b125cacb202ef2,Codex - DeepSeek V4 Flash 0731 (max),49.7576,,Codex,max,,,,0.0595,,https://artificialanalysis.ai/agents/coding-agents,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,
command_code_goat::kimi-k2.7-code,Command Code GOAT,subscription,kimi-k2.7-code,Kimi K2.7 Code,Kimi,Kimi K2.7 Code · Command Code GOAT,10.0,2.731,0.03662,0.219675,59.99,6.0,False,official,high,https://platform.kimi.ai/,list-prices-round2-2026-09-09.json,0.1667,medium,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增2.731亿：min(共享月池$70, 模型allowance $60) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",highest_archived_reference,1,arena_code:a50dcfd7d5128e56,kimi-k2.7-code,1472,,,,,1462,1482,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:7c2c936803ed50d0,Kimi K2.7 Code,1.24,,,,,,,,0.16,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,aa_intelligence_index:f4f7083be152b723,Kimi K2.7 Code,26.2687,False,,,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,,0,,,,,,,,,,,,,,,,
command_code_goat::minimax-m3,Command Code GOAT,subscription,minimax-m3,MiniMax M3,MiniMax,MiniMax M3 · Command Code GOAT,10.0,6.797,0.01471,0.06915,47.0,4.7,False,official,high,https://platform.minimax.io/docs/guides/pricing-paygo,list-prices-round2-2026-09-09.json,0.2127,medium,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增6.797亿：min(共享月池$70, 模型allowance $47) ÷ 统一标准负载加权价；官网页成交/折扣三段价（-50%类）。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",highest_archived_reference,1,arena_code:3882285541f422fe,minimax-m3,1487,,,,,1480,1494,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:0b894496d46c26ec,Minimax M3,-3.57,,,,,,,,0.13,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,aa_intelligence_index:b9e931ef17c5d19f,MiniMax-M3,29.6126,False,,,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,,0,,,,,,,,,,,,,,,,
command_code_goat::glm-5.3-flash,Command Code GOAT,subscription,glm-5.3-flash,GLM 5.3 Flash,Zhipu,GLM 5.3 Flash · Command Code GOAT,10.0,11.687,0.00856,0.034225,40.0,4.0,False,official,high,https://docs.z.ai/guides/overview/pricing,list-prices-round2-2026-09-09.json,0.2501,medium,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增11.687亿：min(共享月池$70, 模型allowance $40) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",highest_archived_reference,1,arena_code:910ce6bb57f5fee0,glm-5.3-flash,1605,,,,,1590,1620,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:5d22892061607019,GLM 5.3 Flash,4.03,,,,,,,,0.11,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,aa_intelligence_index:91e3a4c7250562e6,GLM-5.3-Flash,41.9074,False,,,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,,0,,,,,,,,,,,,,,,,
command_code_goat::gemini-3.8-flash,Command Code GOAT,subscription,gemini-3.8-flash,Gemini 3.8 Flash,Google,Gemini 3.8 Flash · Command Code GOAT,10.0,1.954,0.05118,0.102375,20.0,2.0,False,official,high,https://ai.google.dev/gemini-api/docs/pricing,list-prices-round2-2026-09-09.json,0.4999,medium,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增1.954亿：min(共享月池$70, 模型allowance $40) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,highest_archived_reference,3,aa_intelligence_index:607987b17ab34de5,Gemini 3.8 Flash (high),41.1864,False,,high,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,highest_archived_reference,2,aa_coding_agent_index:2048de8b0dcff641,Opencode - Gemini 3.8 Flash (high),61.1501,,Opencode,high,,,,2.0378,,https://artificialanalysis.ai/agents/coding-agents,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,
command_code_goat::qwen3.7-max,Command Code GOAT,subscription,qwen3.7-max,Qwen3.7 Max,Alibaba,Qwen3.7 Max · Command Code GOAT,10.0,0.581,0.17212,0.32375,18.81,1.88,False,official,high,https://www.alibabacloud.com/help/en/model-studio/model-pricing,list-prices-round2-2026-09-09.json,0.5316,medium,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.581亿：min(共享月池$70, 模型allowance $33) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,highest_archived_reference,1,aa_intelligence_index:78508a0dcfd052a7,Qwen3.7 Max,29.8725,False,,max,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,,0,,,,,,,,,,,,,,,,
command_code_goat::qwen3.7-plus,Command Code GOAT,subscription,qwen3.7-plus,Qwen3.7 Plus,Alibaba,Qwen3.7 Plus · Command Code GOAT,10.0,3.579,0.02794,0.0922,33.0,3.3,False,official,high,https://www.alibabacloud.com/help/en/model-studio/model-pricing,list-prices-round2-2026-09-09.json,0.303,medium,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增3.579亿：min(共享月池$70, 模型allowance $33) ÷ 统一标准负载加权价；官网三段价（本渠道 cache read=$0.08）。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,0,,,,,,,,,,,,,,,,,highest_archived_reference,1,arena_agent_mode:3c6b9b336d76432b,Qwen3.7 Plus,-2.91,,,,,,,,0.11,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,aa_intelligence_index:e78845a0c5de98fd,Qwen3.7 Plus,25.8187,False,,,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,highest_archived_reference,1,aa_coding_agent_index:e2daf817e8892247,Claude Code - Qwen3.7 Plus (thinking),38.1218,,Claude Code,thinking,,,,6.3007,,https://artificialanalysis.ai/agents/coding-agents,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,
command_code_goat::qwen3.6-plus,Command Code GOAT,subscription,qwen3.6-plus,Qwen3.6 Plus,Alibaba,Qwen3.6 Plus · Command Code GOAT,10.0,2.779,0.03598,0.07,19.45,1.94,False,official,high,https://www.alibabacloud.com/help/en/model-studio/model-pricing,list-prices-round2-2026-09-09.json,0.514,medium,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增2.779亿：min(共享月池$70, 模型allowance $33) ÷ 统一标准负载加权价；官网三段价（本渠道 cache read=$0.10）。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,highest_archived_reference,1,aa_intelligence_index:aa5f5eccb77033c6,Qwen3.6 Plus [AA estimate],27.0099,True,,,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,,0,,,,,,,,,,,,,,,,
command_code_goat::mimo-v2.5,Command Code GOAT,subscription,mimo-v2.5,MiMo V2.5,Xiaomi,MiMo V2.5 · Command Code GOAT,10.0,44.643,0.00224,0.01764,78.75,7.88,False,third_party,low,https://openrouter.ai/xiaomi/mimo-v2.5,list-prices-round2-2026-09-09.json,0.127,medium,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增44.643亿：min(共享月池$70, 模型allowance $30) ÷ 统一标准负载加权价；官网页成交/折扣三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,highest_archived_reference,1,aa_intelligence_index:ddb6941d87be34de,MiMo-V2.5,22.3039,False,,,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,,0,,,,,,,,,,,,,,,,
command_code_goat::deepseek-v4-pro,Command Code GOAT,subscription,deepseek-v4-pro,DeepSeek V4 Pro,DeepSeek,DeepSeek V4 Pro · Command Code GOAT,10.0,4.698,0.02129,0.08514,40.0,4.0,False,official,high,https://api-docs.deepseek.com/quick_start/pricing/,list-prices-round2-2026-09-09.json,0.2501,medium,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增4.698亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；Off-Peak；Peak≈2×（01–04 & 06–10 UTC weekdays），与OpenCode口径一致。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",highest_archived_reference,3,arena_code:28be8403803f6a29,deepseek-v4-pro-high-20260813,1582,,,high,,1571,1593,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:19b823d29b97c23d,DeepSeek V4 Pro (High) (0813),5.91,,,high,,,,,0.23,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,4,aa_intelligence_index:af9ca7f6717f894d,DeepSeek V4 Pro 0813 (max),36.2829,False,,max,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,highest_archived_reference,2,aa_coding_agent_index:e694356304bf74f3,Codex - DeepSeek V4 Pro 0813 (max),42.7797,,Codex,max,,,,0.0908,,https://artificialanalysis.ai/agents/coding-agents,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,
command_code_goat::gpt-5.6-luna,Command Code GOAT,subscription,gpt-5.6-luna,GPT 5.6 Luna,OpenAI,GPT 5.6 Luna · Command Code GOAT,10.0,7.143,0.014,0.028,20.0,2.0,False,official,high,https://developers.openai.com/api/docs/pricing,list-prices-round2-2026-09-09.json,0.5,medium,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增7.143亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",highest_archived_reference,1,arena_code:068a1ce7954e336a,gpt-5.6-luna-xhigh (codex-harness),1519,,Codex,xhigh,,1511,1527,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:fbd553ca21ddc3c4,GPT 5.6 Luna (xHigh),2.15,,,xhigh,,,,,0.08,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,6,aa_intelligence_index:4e56d565c01b3d4c,GPT-5.6 Luna (max),37.5048,False,,max,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,highest_archived_reference,6,aa_coding_agent_index:4623dde5b8429bcf,Codex - GPT-5.6 Luna (max),57.1661,,Codex,max,,,,0.2883,,https://artificialanalysis.ai/agents/coding-agents,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,
command_code_goat::qwen3.8-max,Command Code GOAT,subscription,qwen3.8-max,Qwen3.8 Max,Alibaba,Qwen3.8 Max · Command Code GOAT,10.0,0.65,0.15385,0.259,16.84,1.68,False,official,high,https://www.alibabacloud.com/help/en/model-studio/model-pricing,list-prices-round2-2026-09-09.json,0.594,medium,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.65亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,highest_archived_reference,1,aa_intelligence_index:332701afc7ccd338,Qwen3.8 Max,40.3049,False,,max,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,highest_archived_reference,1,aa_coding_agent_index:a29a7ba2426e3d4e,Claude Code - Qwen3.8 Max,61.3103,,Claude Code,max,,,,3.2306,,https://artificialanalysis.ai/agents/coding-agents,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,
command_code_goat::mimo-v2.5-pro,Command Code GOAT,subscription,mimo-v2.5-pro,MiMo V2.5 Pro,Xiaomi,MiMo V2.5 Pro · Command Code GOAT,10.0,12.573,0.00795,0.227,285.41,28.54,False,official_indirect,medium,https://mimo.mi.com/docs/price/pay-as-you-go,list-prices-round2-2026-09-09.json,0.035,medium,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增12.573亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网页成交/折扣三段价。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",highest_archived_reference,1,arena_code:e876eaa666399ea3,mimo-v2.5-pro,1475,,,,,1469,1481,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:b6d3be18959f117a,Mimo V2.5 Pro,-3.57,,,,,,,,0.05,https://arena.ai/leaderboard/agent/pareto,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,2,aa_intelligence_index:f34f26164f1fe825,MiMo-V2.5-Pro,26.4078,False,,,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,,0,,,,,,,,,,,,,,,,
command_code_goat::qwen3.8-max-0902,Command Code GOAT,subscription,qwen3.8-max-0902,Qwen3.8 Max 0902,Alibaba,Qwen3.8 Max 0902 · Command Code GOAT,10.0,0.65,0.15385,0.259,16.84,1.68,False,official,high,https://www.alibabacloud.com/help/en/model-studio/model-pricing,list-prices-round2-2026-09-09.json,0.594,medium,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增0.65亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
command_code_goat::hy4-preview,Command Code GOAT,subscription,hy4-preview,Hy4 Preview,Tencent,Hy4 Preview · Command Code GOAT,10.0,2.957,0.03382,0.067635,20.0,2.0,False,official,high,https://hy.tencent.ai/research/hy4-preview,list-prices-round2-2026-09-09.json,0.5,medium,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增2.957亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",highest_archived_reference,1,arena_code:dd406ecd2b2c16ab,hy4-preview,1621,,,,,1605,1637,,,https://arena.ai/leaderboard/code,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,highest_archived_reference,1,arena_agent_mode:2787d563127dd627,Hy4 preview,5.97,,,,,,,,0.26,https://arena.ai/leaderboard/agent,agent_configuration_reference,low,Exact served-model reference only; product harness and quota-measurement effort are unverified. Not a benchmark measurement of this subscription or API channel.,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
command_code_goat::qwen3.8-flash,Command Code GOAT,subscription,qwen3.8-flash,Qwen3.8 Flash,Alibaba,Qwen3.8 Flash · Command Code GOAT,10.0,9.669,0.01034,0.019495,18.85,1.89,False,official,high,https://www.alibabacloud.com/help/en/model-studio/model-pricing,list-prices-round2-2026-09-09.json,0.5304,medium,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增9.669亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价（本渠道 input=$0.16）；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
command_code_goat::deepseek-v4-flash-vision-exp,Command Code GOAT,subscription,deepseek-v4-flash-vision-exp,DeepSeek V4 Flash Vision Exp,DeepSeek,DeepSeek V4 Flash Vision Exp · Command Code GOAT,10.0,14.425,0.00693,0.02773,40.0,4.0,False,official,high,https://api-docs.deepseek.com/quick_start/pricing/,list-prices-round2-2026-09-09.json,0.2499,medium,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增14.425亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；Off-Peak；Peak≈2×；New models 默认$20。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,highest_archived_reference,1,aa_intelligence_index:80e0970d427fcd45,DeepSeek V4 Flash Vision (max),35.0122,False,,max,,,,,,https://artificialanalysis.ai/leaderboards/models,model_configuration_reference,medium,Exact served-model reference; quota-measurement effort is unverified.,,,0,,,,,,,,,,,,,,,,
command_code_goat::deepseek-v4-flash-fast,Command Code GOAT,subscription,deepseek-v4-flash-fast,DeepSeek V4 Flash Fast,DeepSeek,DeepSeek V4 Flash Fast · Command Code GOAT,10.0,2.624,0.03811,,,,False,unavailable,,https://api-docs.deepseek.com/quick_start/pricing/,list-prices-round2-2026-09-09.json,,medium,full,https://commandcode.ai/docs/plans/goat 官方每模型 allowance 与三段价；https://commandcode.ai/pricing；$10→$70 credits；code-subscriptions-round1-2026-09-06.json,"新增2.624亿：min(共享月池$70, 模型allowance $20) ÷ 统一标准负载加权价；官网三段价；New models 默认$20；与Flash额度分开。忽略 processing fee；同套餐各模型额度不可相加；无面板 token+% 截图，按官方绝对credits+价表",,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
